nome_coluna;chave;valor
cboa_ocup_2022;311520;Tecnico em Tratamento de Efluentes
cboa_ocup_2022;311605;Tecnico Textil
cboa_ocup_2022;311610;Tecnico Textil (Tratamentos Quimicos)
cboa_ocup_2022;311615;Tecnico Textil de Fiacao
cboa_ocup_2022;311620;Tecnico Textil de Malharia
cboa_ocup_2022;311625;Tecnico Textil de Tecelagem
cboa_ocup_2022;311705;Colorista de Papel
cboa_ocup_2022;311710;Colorista Textil
cboa_ocup_2022;311715;Preparador de Tintas
cboa_ocup_2022;311720;Preparador de Tintas (Fabrica de Tecidos)
cboa_ocup_2022;311725;Tingidor de Couros e Peles
cboa_ocup_2022;312105;Tecnico de Obras Civis
cboa_ocup_2022;312205;Tecnico de Estradas
cboa_ocup_2022;312210;Tecnico de Saneamento
cboa_ocup_2022;312305;Tecnico em Agrimensura
cboa_ocup_2022;312310;Tecnico em Geodesia e Cartografia
cboa_ocup_2022;312315;Tecnico em Hidrografia
cboa_ocup_2022;312320;Topografo
cboa_ocup_2022;313105;Eletrotecnico
cboa_ocup_2022;313110;Eletrotecnico (Producao de Energia)
cboa_ocup_2022;313115;Eletrotenico na Fabricacao, Montagem e Instalacao de Maquinas e Equipamentos
cboa_ocup_2022;313120;Tecnico de Manutencao Eletrica
cboa_ocup_2022;313125;Tecnico de Manutencao Eletrica de Maquina
cboa_ocup_2022;313130;Tecnico Eletricista
cboa_ocup_2022;313205;Tecnico de Manutencao Eletronica
cboa_ocup_2022;313210;Tecnico de Manutencao Eletronica (Circuitos de Maquinas com Comando Numerico)
cboa_ocup_2022;313215;Tecnico Eletronico
cboa_ocup_2022;313220;Tecnico em Manutencao de Equipamentos de Informatica
cboa_ocup_2022;313305;Tecnico de Comunicacao de Dados
cboa_ocup_2022;313310;Tecnico de Rede (Telecomunicacoes)
cboa_ocup_2022;313315;Tecnico de Telecomunicacoes (Telefonia)
cboa_ocup_2022;313320;Tecnico de Transmissao (Telecomunicacoes)
cboa_ocup_2022;313405;Tecnico em Calibracao
cboa_ocup_2022;313410;Tecnico em Instrumentacao
cboa_ocup_2022;313415;Encarregado de Manutencao de Instrumentos de Controle, Medicao e Similares
cboa_ocup_2022;313505;Tecnico em Fotonica
cboa_ocup_2022;314105;Tecnico em Mecanica de Precisao
cboa_ocup_2022;314110;Tecnico Mecanico
cboa_ocup_2022;314115;Tecnico Mecanico (Calefacao, Ventilacao e Refrigeracao)
cboa_ocup_2022;314120;Tecnico Mecanico (Maquinas)
cboa_ocup_2022;314125;Tecnico Mecanico (Motores)
cboa_ocup_2022;314205;Tecnico Mecanico na Fabricacao de Ferramentas
cboa_ocup_2022;314210;Tecnico Mecanico na Manutencao de Ferramentas
cboa_ocup_2022;314305;Tecnico em Automobilistica
cboa_ocup_2022;314310;Tecnico Mecanico (Aeronaves)
cboa_ocup_2022;314315;Tecnico Mecanico (Embarcacoes)
cboa_ocup_2022;314405;Tecnico de Manutencao de Sistemas e Instrumentos
cboa_ocup_2022;314410;Tecnico em Manutencao de Maquinas
cboa_ocup_2022;314605;Inspetor de Soldagem
cboa_ocup_2022;314610;Tecnico em Caldeiraria
cboa_ocup_2022;314615;Tecnico em Estruturas Metalicas
cboa_ocup_2022;314620;Tecnico em Soldagem
cboa_ocup_2022;314625;Tecnologo em Soldagem
cboa_ocup_2022;314705;Tecnico de Acabamento em Siderurgia
cboa_ocup_2022;314710;Tecnico de Aciaria em Siderurgia
cboa_ocup_2022;314715;Tecnico de Fundicao em Siderurgia
cboa_ocup_2022;314720;Tecnico de Laminacao em Siderurgia
cboa_ocup_2022;314725;Tecnico de Reducao na Siderurgia (Primeira Fusao)
cboa_ocup_2022;314730;Tecnico de Refratario em Siderurgia
cboa_ocup_2022;316105;Tecnico em Geofisica
cboa_ocup_2022;316110;Tecnico em Geologia
cboa_ocup_2022;316115;Tecnico em Geoquimica
cboa_ocup_2022;316120;Tecnico em Geotecnia
cboa_ocup_2022;316305;Tecnico de Mineracao
cboa_ocup_2022;316310;Tecnico de Mineracao (Oleo e Petroleo)
cboa_ocup_2022;316315;Tecnico em Processamento Mineral (Exceto Petroleo)
cboa_ocup_2022;316320;Tecnico em Pesquisa Mineral
cboa_ocup_2022;316325;Tecnico de Producao em Refino de Petroleo
cboa_ocup_2022;316330;Tecnico em Planejamento de Lavra de Minas
cboa_ocup_2022;316335;Desincrustador (Pocos de Petroleo)
cboa_ocup_2022;316340;Cimentador (Pocos de Petroleo)
cboa_ocup_2022;317105;Programador de Internet
cboa_ocup_2022;317110;Programador de Sistemas de Informacao
cboa_ocup_2022;317115;Programador de Maquinas - Ferramenta com Comando Numerico
cboa_ocup_2022;317120;Programador de Multimidia
cboa_ocup_2022;317205;Operador de Computador (Inclusive Microcomputador)
cboa_ocup_2022;317210;Tecnico de Apoio ao Usuario de Informatica (Helpdesk)
cboa_ocup_2022;318005;Desenhista Tecnico
cboa_ocup_2022;318010;Desenhista Copista
cboa_ocup_2022;318015;Desenhista Detalhista
cboa_ocup_2022;318105;Desenhista Tecnico (Arquitetura)
cboa_ocup_2022;318110;Desenhista Tecnico (Cartografia)
cboa_ocup_2022;318115;Desenhista Tecnico (Construcao Civil)
cboa_ocup_2022;318120;Desenhista Tecnico (Instalacoes Hidrossanitarias)
cboa_ocup_2022;318205;Desenhista Tecnico Mecanico
cboa_ocup_2022;318210;Desenhista Tecnico Aeronautico
cboa_ocup_2022;318215;Desenhista Tecnico Naval
cboa_ocup_2022;318305;Desenhista Tecnico (Eletricidade e Eletronica)
cboa_ocup_2022;318310;Desenhista Tecnico (Calefacao, Ventilacao e Refrigeracao)
cboa_ocup_2022;318405;Desenhista Tecnico (Artes Graficas)
cboa_ocup_2022;318410;Desenhista Tecnico (Ilustracoes Artisticas)
cboa_ocup_2022;318415;Desenhista Tecnico (Ilustracoes Tecnicas)
cboa_ocup_2022;318420;Desenhista Tecnico (Industria Textil)
cboa_ocup_2022;318425;Desenhista Tecnico (Mobiliario)
cboa_ocup_2022;318430;Desenhista Tecnico de Embalagens, Maquetes e Leiautes
cboa_ocup_2022;318505;Desenhista Projetista de Arquitetura
cboa_ocup_2022;318510;Desenhista Projetista de Construcao Civil
cboa_ocup_2022;318605;Desenhista Projetista de Maquinas
cboa_ocup_2022;318610;Desenhista Projetista Mecanico
cboa_ocup_2022;318705;Desenhista Projetista de Eletricidade
cboa_ocup_2022;318710;Desenhista Projetista Eletronico
cboa_ocup_2022;318805;Projetista de Moveis
cboa_ocup_2022;318810;Modelista de Roupas
cboa_ocup_2022;318815;Modelista de Calcados
cboa_ocup_2022;319105;Tecnico em Calcados e Artefatos de Couro
cboa_ocup_2022;319110;Tecnico em Confeccoes do Vestuario
cboa_ocup_2022;319205;Tecnico do Mobiliario
cboa_ocup_2022;320105;Tecnico em Bioterismo
cboa_ocup_2022;320110;Tecnico em Histologia
cboa_ocup_2022;321105;Tecnico Agricola
cboa_ocup_2022;321110;Tecnico Agropecuario
cboa_ocup_2022;321205;Tecnico em Madeira
cboa_ocup_2022;321210;Tecnico Florestal
cboa_ocup_2022;321305;Tecnico em Piscicultura
cboa_ocup_2022;321310;Tecnico em Carcinicultura
cboa_ocup_2022;321315;Tecnico em Mitilicultura
cboa_ocup_2022;321320;Tecnico em Ranicultura
cboa_ocup_2022;322105;Tecnico em Acupuntura
cboa_ocup_2022;322110;Podologo
cboa_ocup_2022;322115;Tecnico em Quiropraxia
cboa_ocup_2022;322120;Massoterapeuta
cboa_ocup_2022;322125;Terapeuta Holístico
cboa_ocup_2022;322130;Esteticista
cboa_ocup_2022;322135;Doula
cboa_ocup_2022;322205;Tecnico de Enfermagem
cboa_ocup_2022;322210;Tecnico de Enfermagem de Terapia Intensiva
cboa_ocup_2022;322215;Tecnico de Enfermagem do Trabalho
cboa_ocup_2022;322220;Tecnico de Enfermagem Psiquiatrica
cboa_ocup_2022;322225;Instrumentador Cirurgico
cboa_ocup_2022;322230;Auxiliar de Enfermagem
cboa_ocup_2022;322235;Auxiliar de Enfermagem do Trabalho
cboa_ocup_2022;322240;Auxiliar de Saude (Navegacao Maritima)
cboa_ocup_2022;322245;Técnico de Enfermagem da Estratégia de Saúde da Família
cboa_ocup_2022;322250;Auxiliar de Enfermagem da Estratégia de Saúde da Família
cboa_ocup_2022;322305;Tecnico em Optica e Optometria
cboa_ocup_2022;322310;Tecnico em Optometria
cboa_ocup_2022;322405;Tecnico em Saude Bucal
cboa_ocup_2022;322410;Protetico Dentario
cboa_ocup_2022;322415;Auxiliar em Saude Bucal
cboa_ocup_2022;322420;Auxiliar de Protese Dentaria
cboa_ocup_2022;322425;Técnico em Saúde Bucal da Estratégia de Saúde da Família
cboa_ocup_2022;322430;Auxiliar em Saúde Bucal da Estratégia de Saúde da Família
cboa_ocup_2022;322505;Tecnico de Ortopedia
cboa_ocup_2022;322605;Tecnico de Imobilizacao Ortopedica
cboa_ocup_2022;323105;Tecnico em Pecuaria
cboa_ocup_2022;324105;Tecnico em Metodos Eletrograficos em Encefalografia
cboa_ocup_2022;324110;Tecnico em Metodos Graficos em Cardiologia
cboa_ocup_2022;324115;Tecnico em Radiologia e Imagenologia
cboa_ocup_2022;324120;Técnólogo em Radiologia
cboa_ocup_2022;324125;Tecnologo Oftalmico
cboa_ocup_2022;324130;Tecnico em Espirometria
cboa_ocup_2022;324205;Tecnico em Patologia Clinica
cboa_ocup_2022;324210;Auxiliar Tecnico em Patologia Clinica
cboa_ocup_2022;324215;Citotécnico
cboa_ocup_2022;324220;Tecnico em Hemoterapia
cboa_ocup_2022;325005;Enologo
cboa_ocup_2022;325010;Aromista
cboa_ocup_2022;325015;Perfumista
cboa_ocup_2022;325105;Auxiliar Tecnico em Laboratorio de Farmacia
cboa_ocup_2022;325110;Tecnico em Laboratorio de Farmacia
cboa_ocup_2022;325115;Técnico em Farmácia
cboa_ocup_2022;325205;Tecnico de Alimentos
cboa_ocup_2022;325210;Técnico em Nutrição e Dietética
cboa_ocup_2022;325305;Tecnico em Biotecnologia
cboa_ocup_2022;325310;Tecnico em Imunobiologicos
cboa_ocup_2022;328105;Embalsamador
cboa_ocup_2022;328110;Taxidermista
cboa_ocup_2022;331105;Professor de Nivel Medio na Educacao Infantil
cboa_ocup_2022;331110;Auxiliar de Desenvolvimento Infantil
cboa_ocup_2022;331205;Professor de Nivel Medio no Ensino Fundamental
cboa_ocup_2022;331305;Professor de Nivel Medio no Ensino Profissionalizante
cboa_ocup_2022;332105;Professor Leigo no Ensino Fundamental
cboa_ocup_2022;332205;Professor Pratico no Ensino Profissionalizante
cboa_ocup_2022;333105;Instrutor de Auto-Escola
cboa_ocup_2022;333110;Instrutor de Cursos Livres
cboa_ocup_2022;333115;Professores de Cursos Livres
cboa_ocup_2022;334105;Inspetor de Alunos de Escola Privada
cboa_ocup_2022;334110;Inspetor de Alunos de Escola Publica
cboa_ocup_2022;334115;Monitor de Transporte Escolar
cboa_ocup_2022;341105;Piloto Comercial (Exceto Linhas Aereas)
cboa_ocup_2022;341110;Piloto Comercial de Helicoptero (Exceto Linhas Aereas)
cboa_ocup_2022;341115;Mecanico de Voo
cboa_ocup_2022;341120;Piloto Agricola
cboa_ocup_2022;341205;Contramestre de Cabotagem
cboa_ocup_2022;341210;Mestre de Cabotagem
cboa_ocup_2022;341215;Mestre Fluvial
cboa_ocup_2022;341220;Patrao de Pesca de Alto-Mar
cboa_ocup_2022;341225;Patrao de Pesca na Navegacao Interior
cboa_ocup_2022;341230;Piloto Fluvial
cboa_ocup_2022;341235;Tecnico em Sinalizacao Nautica
cboa_ocup_2022;341240;Tecnico em Manobras em Equipamentos de Conves
cboa_ocup_2022;341245;Tecnico em Sinais Navais
cboa_ocup_2022;341250;Auxiliar Tecnico de Sinalizacao Nautica
cboa_ocup_2022;341305;Condutor Maquinista Fluvial
cboa_ocup_2022;341310;Condutor Maquinista Maritimo
cboa_ocup_2022;341315;Eletricista de Bordo
cboa_ocup_2022;341320;Condutor de Maquinas (Bombeador)
cboa_ocup_2022;341325;Condutor de Maquinas (Mecânico)
cboa_ocup_2022;342105;Analista de Transporte em Comercio Exterior
cboa_ocup_2022;342110;Operador de Transporte Multimodal
cboa_ocup_2022;342115;Controlador de Servicos de Maquinas e Veiculos
cboa_ocup_2022;342120;Afretador
cboa_ocup_2022;342125;Tecnólogo em Logistica de Transporte
cboa_ocup_2022;342205;Ajudante de Despachante Aduaneiro
cboa_ocup_2022;342210;Despachante Aduaneiro
cboa_ocup_2022;342215;Analista de Desembaraco Aduaneiro
cboa_ocup_2022;342305;Chefe de Servico de Transporte Rodoviario (Passageiros e Cargas)
cboa_ocup_2022;342310;Inspetor de Servicos de Transportes Rodoviarios (Passageiros e Cargas)
cboa_ocup_2022;342315;Supervisor de Carga e Descarga
cboa_ocup_2022;342405;Agente de Estacao (Ferrovia e Metro)
cboa_ocup_2022;342410;Operador de Centro de Controle (Ferrovia e Metro)
cboa_ocup_2022;342505;Controlador de Trafego Aereo
cboa_ocup_2022;342510;Despachante Operacional de Voo
cboa_ocup_2022;342515;Fiscal de Aviacao Civil (Fac)
cboa_ocup_2022;342520;Gerente da Administracao de Aeroportos
cboa_ocup_2022;342525;Gerente de Empresa Aerea em Aeroportos
cboa_ocup_2022;342530;Inspetor de Aviacao Civil
cboa_ocup_2022;342535;Operador de Atendimento Aeroviario
cboa_ocup_2022;342540;Supervisor da Administracao de Aeroportos
cboa_ocup_2022;342545;Supervisor de Empresa Aerea em Aeroportos
cboa_ocup_2022;342550;Agente de Protecao de Aviacao Civil
cboa_ocup_2022;342605;Chefe de Estacao Portuaria
cboa_ocup_2022;342610;Supervisor de Operacoes Portuarias
cboa_ocup_2022;351105;Tecnico de Contabilidade
cboa_ocup_2022;351110;Chefe de Contabilidade (Tecnico)
cboa_ocup_2022;351115;Consultor Contabil (Tecnico)
cboa_ocup_2022;351305;Tecnico em Administracao
cboa_ocup_2022;351310;Tecnico em Administracao de Comercio Exterior
cboa_ocup_2022;351315;Agente de Recrutamento e Selecao
cboa_ocup_2022;351405;Escrevente
cboa_ocup_2022;351410;Escrivao Judicial
cboa_ocup_2022;351415;Escrivao Extra - Judicial
cboa_ocup_2022;351420;Escrivao de Policia
cboa_ocup_2022;351425;Oficial de Justica
cboa_ocup_2022;351430;Auxiliar de Servicos Juridicos
cboa_ocup_2022;351505;Tecnico em Secretariado
cboa_ocup_2022;351510;Taquigrafo
cboa_ocup_2022;351515;Estenotipista
cboa_ocup_2022;351605;Tecnico em Seguranca no Trabalho
cboa_ocup_2022;351610;Técnico em Higiene Ocupacional
cboa_ocup_2022;351705;Analista de Seguros (Tecnico)
cboa_ocup_2022;351710;Analista de Sinistros
cboa_ocup_2022;351715;Assistente Comercial de Seguros
cboa_ocup_2022;351720;Assistente Tecnico de Seguros
cboa_ocup_2022;351725;Inspetor de Risco
cboa_ocup_2022;351730;Inspetor de Sinistros
cboa_ocup_2022;351735;Tecnico de Resseguros
cboa_ocup_2022;351740;Tecnico de Seguros
cboa_ocup_2022;351805;Detetive Profissional
cboa_ocup_2022;351810;Investigador de Policia
cboa_ocup_2022;351815;Papiloscopista Policial
cboa_ocup_2022;351905;Agente de Inteligencia
cboa_ocup_2022;351910;Agente Tecnico de Inteligencia
cboa_ocup_2022;352205;Agente de Defesa Ambiental
cboa_ocup_2022;352210;Agente de Saude Publica
cboa_ocup_2022;352305;Metrologista
cboa_ocup_2022;352310;Agente Fiscal de Qualidade
cboa_ocup_2022;352315;Agente Fiscal Metrologico
cboa_ocup_2022;352320;Agente Fiscal Textil
cboa_ocup_2022;352405;Agente de Direitos Autorais
cboa_ocup_2022;352410;Avaliador de Produtos do Meio de Comunicacao
cboa_ocup_2022;352415;Ouvidor (Ombudsman) do Meio de Comunicacao
cboa_ocup_2022;352420;Tecnico em Direitos Autorais
cboa_ocup_2022;353205;Tecnico de Operacoes e Servicos Bancarios - Cambio
cboa_ocup_2022;353210;Tecnico de Operacoes e Servicos Bancarios - Credito Imobiliario
cboa_ocup_2022;353215;Tecnico de Operacoes e Servicos Bancarios - Credito Rural
cboa_ocup_2022;353220;Tecnico de Operacoes e Servicos Bancarios - Leasing
cboa_ocup_2022;353225;Tecnico de Operacoes e Servicos Bancarios - Renda Fixa e Variavel
cboa_ocup_2022;353230;Tesoureiro de Banco
cboa_ocup_2022;353235;Chefe de Servicos Bancarios
cboa_ocup_2022;354110;Agenciador de Propaganda
cboa_ocup_2022;354120;Agente de Vendas de Servicos
cboa_ocup_2022;354125;Assistente de Vendas
cboa_ocup_2022;354130;Promotor de Vendas Especializado
cboa_ocup_2022;354135;Tecnico de Vendas
cboa_ocup_2022;354140;Tecnico em Atendimento e Vendas
cboa_ocup_2022;354145;Vendedor Pracista
cboa_ocup_2022;354150;Propagandista de Produtos Famaceuticos
cboa_ocup_2022;354205;Comprador
cboa_ocup_2022;354210;Supervisor de Compras
cboa_ocup_2022;354305;Analista de Exportacao e Importacao
cboa_ocup_2022;354405;Leiloeiro
cboa_ocup_2022;354410;Avaliador de Imoveis
cboa_ocup_2022;354415;Avaliador de Bens Moveis
cboa_ocup_2022;354505;Corretor de Seguros
cboa_ocup_2022;354605;Corretor de Imoveis
cboa_ocup_2022;354705;Representante Comercial Autonomo
cboa_ocup_2022;354805;Tecnico em Turismo
cboa_ocup_2022;354810;Operador de Turismo
cboa_ocup_2022;354815;Agente de Viagem
cboa_ocup_2022;354820;Organizador de Evento
cboa_ocup_2022;354825;Cerimonialista
cboa_ocup_2022;371105;Auxiliar de Biblioteca
cboa_ocup_2022;371110;Tecnico em Biblioteconomia
cboa_ocup_2022;371205;Colecionador de Selos e Moedas
cboa_ocup_2022;371210;Tecnico em Museologia
cboa_ocup_2022;371305;Tecnico em Programacao Visual
cboa_ocup_2022;371310;Tecnico Grafico
cboa_ocup_2022;371405;Recreador de Acantonamento
cboa_ocup_2022;371410;Recreador
cboa_ocup_2022;372105;Diretor de Fotografia
cboa_ocup_2022;372110;Iluminador (Televisao)
cboa_ocup_2022;372115;Operador de Camera de Televisao
cboa_ocup_2022;372205;Operador de Rede de Teleprocessamento
cboa_ocup_2022;372210;Radiotelegrafista
cboa_ocup_2022;373105;Operador de Audio de Continuidade (Radio)
cboa_ocup_2022;373110;Operador de Central de Radio
cboa_ocup_2022;373115;Operador de Externa (Radio)
cboa_ocup_2022;373120;Operador de Gravacao de Radio
cboa_ocup_2022;373125;Operador de Transmissor de Radio
cboa_ocup_2022;373130;Tecnico de Sistemas Audiovisuais
cboa_ocup_2022;373135;Operador de Controle Mestre
cboa_ocup_2022;373140;Coordenador de Programacao
cboa_ocup_2022;373145;Assistente de Operacoes Audiovisuais
cboa_ocup_2022;373205;Tecnico em Operacao de Equipamentos de Producao para Televisao  e Produtoras de Video
cboa_ocup_2022;373210;Tecnico em Operacao de Equipamento de Exibicao de Televisao
cboa_ocup_2022;373215;Tecnico em Operacao de Equipamentos de Transmissao/Recepcao de Televisao
cboa_ocup_2022;373220;Supervisor Tecnico Operacional de Sistemas de Televisao e Produtoras de Video
cboa_ocup_2022;373225;Supervisor de Operacoes (Midias Audiovisuais)
cboa_ocup_2022;373230;Supervisor Tecnico (Midias Audiovisuais)
cboa_ocup_2022;374105;Tecnico em Gravacao de Audio
cboa_ocup_2022;374110;Tecnico em Instalacao de Equipamentos de Audio
cboa_ocup_2022;374115;Tecnico em Masterizacao de Audio
cboa_ocup_2022;374120;Projetista de Som
cboa_ocup_2022;374125;Tecnico em Sonorizacao
cboa_ocup_2022;374130;Tecnico em Mixagem de Audio
cboa_ocup_2022;374135;Projetista de Sistemas de Audio
cboa_ocup_2022;374140;Microfonista
cboa_ocup_2022;374145;Dj (Disc Jockey)
cboa_ocup_2022;374150;Sonoplasta
cboa_ocup_2022;374205;Cenotecnico (Cinema, Video, Televisao, Teatro e Espetaculos)
cboa_ocup_2022;374210;Maquinista de Cinema e Video
cboa_ocup_2022;374215;Maquinista de Teatro e Espetaculos
cboa_ocup_2022;374305;Operador de Projetor Cinematografico
cboa_ocup_2022;374310;Operador-Mantenedor de Projetor Cinematografico
cboa_ocup_2022;374405;Editor de Tv  e Video
cboa_ocup_2022;374410;Finalizador de Filmes
cboa_ocup_2022;374415;Finalizador de Video
cboa_ocup_2022;374420;Montador de Filmes
cboa_ocup_2022;374425;Diretor de Imagens (Tv)
cboa_ocup_2022;375105;Designer de Interiores
cboa_ocup_2022;375110;Designer de Vitrines
cboa_ocup_2022;375115;Visual Merchandiser
cboa_ocup_2022;375120;Decorador de Eventos
cboa_ocup_2022;376105;Dancarino Tradicional
cboa_ocup_2022;376110;Dancarino Popular
cboa_ocup_2022;376205;Acrobata
cboa_ocup_2022;376210;Artista Aereo
cboa_ocup_2022;376215;Artista de Circo (Outros)
cboa_ocup_2022;376220;Contorcionista
cboa_ocup_2022;376225;Domador de Animais (Circense)
cboa_ocup_2022;376230;Equilibrista
cboa_ocup_2022;376235;Magico
cboa_ocup_2022;376240;Malabarista
cboa_ocup_2022;376245;Palhaco
cboa_ocup_2022;376250;Titeriteiro
cboa_ocup_2022;376255;Trapezista
cboa_ocup_2022;376305;Apresentador de Eventos
cboa_ocup_2022;376310;Apresentador de Festas Populares
cboa_ocup_2022;376315;Apresentador de Programas de Radio
cboa_ocup_2022;376320;Apresentador de Programas de Televisao
cboa_ocup_2022;376325;Apresentador de Circo
cboa_ocup_2022;376330;Mestre de Cerimonias
cboa_ocup_2022;376405;Modelo Artistico
cboa_ocup_2022;376410;Modelo de Modas
cboa_ocup_2022;376415;Modelo Publicitario
cboa_ocup_2022;377105;Atleta Profissional (Outras Modalidades)
cboa_ocup_2022;377110;Atleta Profissional de Futebol
cboa_ocup_2022;377115;Atleta Profissional de Golfe
cboa_ocup_2022;377120;Atleta Profissional de Luta
cboa_ocup_2022;377125;Atleta Profissional de Tenis
cboa_ocup_2022;377130;Joquei
cboa_ocup_2022;377135;Piloto de Competicao Automobilistica
cboa_ocup_2022;377140;Profissional de Atletismo
cboa_ocup_2022;377145;Pugilista
cboa_ocup_2022;377205;Arbitro Desportivo
cboa_ocup_2022;377210;Arbitro de Atletismo
cboa_ocup_2022;377215;Arbitro de Basquete
cboa_ocup_2022;377220;Arbitro de Futebol
cboa_ocup_2022;377225;Arbitro de Futebol de Salao
cboa_ocup_2022;377230;Arbitro de Judo
cboa_ocup_2022;377235;Arbitro de Karate
cboa_ocup_2022;377240;Arbitro de Polo Aquatico
cboa_ocup_2022;377245;Arbitro de Volei
cboa_ocup_2022;391105;Cronoanalista
cboa_ocup_2022;391110;Cronometrista
cboa_ocup_2022;391115;Controlador de Entrada e Saida
cboa_ocup_2022;391120;Planejista
cboa_ocup_2022;391125;Tecnico de Planejamento de Producao
cboa_ocup_2022;391130;Tecnico de Planejamento e Programacao da Manutencao
cboa_ocup_2022;391135;Tecnico de Materia-Prima e Material
cboa_ocup_2022;391205;Inspetor de Qualidade
cboa_ocup_2022;391210;Tecnico de Garantia da Qualidade
cboa_ocup_2022;391215;Operador de Inspecao de Qualidade
cboa_ocup_2022;391220;Tecnico de Painel de Controle
cboa_ocup_2022;391225;Escolhedor de Papel
cboa_ocup_2022;391230;Tecnico Operacional de Servicos de Correios
cboa_ocup_2022;395105;Tecnico de Apoio em Pesquisa e Desenvolvimento (Exceto Agropecuario e Florestal)
cboa_ocup_2022;395110;Tecnico de Apoio em Pesquisa e Desenvolvimento Agropecuario Florestal
cboa_ocup_2022;410105;Supervisor Administrativo
cboa_ocup_2022;410205;Supervisor de Almoxarifado
cboa_ocup_2022;410210;Supervisor de Cambio
cboa_ocup_2022;410215;Supervisor de Contas a Pagar
cboa_ocup_2022;410220;Supervisor de Controle Patrimonial
cboa_ocup_2022;410225;Supervisor de Credito e Cobranca
cboa_ocup_2022;410230;Supervisor de Orcamento
cboa_ocup_2022;410235;Supervisor de Tesouraria
cboa_ocup_2022;410240;Supervisor de Logistica
cboa_ocup_2022;411005;Auxiliar de Escritorio, em Geral
cboa_ocup_2022;411010;Assistente Administrativo
cboa_ocup_2022;411015;Atendente de Judiciario
cboa_ocup_2022;411020;Auxiliar de Judiciario
cboa_ocup_2022;411025;Auxiliar de Cartorio
cboa_ocup_2022;411030;Auxiliar de Pessoal
cboa_ocup_2022;411035;Auxiliar de Estatistica
cboa_ocup_2022;411040;Auxiliar de Seguros
cboa_ocup_2022;411045;Auxiliar de Servicos de Importacao e Exportacao
cboa_ocup_2022;411050;Agente de Microcrédito
cboa_ocup_2022;412105;Datilografo
cboa_ocup_2022;412110;Digitador
cboa_ocup_2022;412115;Operador de Mensagens de Telecomunicacoes (Correios)
cboa_ocup_2022;412120;Supervisor de Digitacao e Operacao
cboa_ocup_2022;412205;Continuo
cboa_ocup_2022;413105;Analista de Folha de Pagamento
cboa_ocup_2022;413110;Auxiliar de Contabilidade
cboa_ocup_2022;413115;Auxiliar de Faturamento
cboa_ocup_2022;413205;Atendente de Agencia
cboa_ocup_2022;413210;Caixa de Banco
cboa_ocup_2022;413215;Compensador de Banco
cboa_ocup_2022;413220;Conferente de Servicos Bancarios
cboa_ocup_2022;413225;Escriturario de Banco
cboa_ocup_2022;413230;Operador de Cobranca Bancaria
cboa_ocup_2022;414105;Almoxarife
cboa_ocup_2022;414110;Armazenista
cboa_ocup_2022;414115;Balanceiro
cboa_ocup_2022;414120;Conferente Mercadoria (Exceto Carga e Descarga)
cboa_ocup_2022;414125;Estoquista
cboa_ocup_2022;414135;Expedidor de Mercadorias
cboa_ocup_2022;414140;Auxiliar de Logistica
cboa_ocup_2022;414205;Apontador de Mao-De-Obra
cboa_ocup_2022;414210;Apontador de Producao
cboa_ocup_2022;414215;Conferente de Carga e Descarga
cboa_ocup_2022;415105;Arquivista de Documentos
cboa_ocup_2022;415115;Codificador de Dados
cboa_ocup_2022;415120;Fitotecario
cboa_ocup_2022;415125;Kardexista
cboa_ocup_2022;415130;Operador de Maquina Copiadora (Exceto Operador de Grafica Rapida)
cboa_ocup_2022;415205;Carteiro
cboa_ocup_2022;415210;Operador de Triagem e Transbordo
cboa_ocup_2022;415215;Entregador de Publicacoes
cboa_ocup_2022;415305;Registrador de Cancer
cboa_ocup_2022;420105;Supervisor de Caixas e Bilheteiros (Exceto Caixa de Banco)
cboa_ocup_2022;420110;Supervisor de Cobranca
cboa_ocup_2022;420115;Supervisor de Coletadores de Apostas e de Jogos
cboa_ocup_2022;420120;Supervisor de Entrevistadores e Recenseadores
cboa_ocup_2022;420125;Supervisor de Recepcionistas
cboa_ocup_2022;420130;Supervisor de Telefonistas
cboa_ocup_2022;420135;Supervisor de Telemarketing e Atendimento
cboa_ocup_2022;421105;Atendente Comercial (Agencia Postal)
cboa_ocup_2022;421110;Bilheteiro de Transportes Coletivos
cboa_ocup_2022;421115;Bilheteiro no Servico de Diversoes
cboa_ocup_2022;421120;Emissor de Passagens
cboa_ocup_2022;421125;Operador de Caixa
cboa_ocup_2022;421205;Recebedor de Apostas (Loteria)
cboa_ocup_2022;421210;Recebedor de Apostas (Turfe)
cboa_ocup_2022;421305;Cobrador Externo
cboa_ocup_2022;421310;Cobrador Interno
cboa_ocup_2022;421315;Localizador (Cobrador)
cboa_ocup_2022;422105;Recepcionista, em Geral
cboa_ocup_2022;422110;Recepcionista de Consultorio Medico ou Dentario
cboa_ocup_2022;422115;Recepcionista de Seguro Saude
cboa_ocup_2022;422120;Recepcionista de Hotel
cboa_ocup_2022;422125;Recepcionista de Banco
cboa_ocup_2022;422130;Concierge
cboa_ocup_2022;422205;Telefonista
cboa_ocup_2022;422210;Teleoperador
cboa_ocup_2022;422215;Monitor de Teleatendimento
cboa_ocup_2022;422220;Operador de Radio-Chamada
cboa_ocup_2022;422305;Operador de Telemarketing Ativo
cboa_ocup_2022;422310;Operador de Telemarketing Ativo e Receptivo
